title,choices,answer
学生违纪处分材料应包括以下（   ）内容：,"['A. 违纪事实的调查结果及处分意见材料', 'B. 当事人询问笔录', 'C. 其他证据材料（书证、物证、证人证言等）', 'D. 老师对违纪学生的态度看法']",正确答案：A、B、C
考生在考试中，有下列（  ）行为者，应当认定为考试违纪：,"['A. 未经监考教师同意在考试过程中擅自离开考场的', 'B. 将试卷、答卷、草稿纸等考试用纸带出考场的', 'C. 发现危险情况，向监考老师发出提醒', 'D. 未在规定的座位参加考试的']",正确答案：A、B、D
学生在考试中，有下列（  ）行为者，应当认定为考试违纪：,"['A. 在考场或者考场周围，喧哗或者实施其他影响考场秩序的行为的', 'B. 将试卷、答卷、草稿纸等考试用纸带出考场的', 'C. 身体出现急性病情，向监考老师要求离开考场', 'D. 未在规定的座位参加考试的']",正确答案：A、B、D
纪律处分的种类包括以下（   ）：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A、B、C、D
伪造、变造、买卖或者非法取得学校公文、证件、证书、证明、成绩单、印章、保密文件材料和个人档案的，视情节轻重，给予严重警告以上处分。,"['A. 对', 'B. 错 ']",正确答案：A
在校园内酗酒闹事、起哄、喧哗、摔砸物品的，视情节轻重，给予开除学籍看以下处分。,"['A. 对', 'B. 错']",正确答案：B
在校园内违规驾驶机动车辆，视情节轻重，给予警告以上处分。其中，无证驾驶机动车辆或驾车伤人的，给予严重警告以上处分。,"['A. 对', 'B. 错']",正确答案：B
"故意损坏公私财物,造成损失或性质恶劣的，视情节轻重,给予严重警告以上处分。过失损坏公私财物，造成较大损失的，视情节轻重，给予留校察看以下处分。","['A. 对', 'B. 错']",正确答案：B
学生对学校的处理或处分决定有异议的，可以在学校送达处理或处分决定书之日起（   ）日内通过校团委提出申诉：,"['A. 5', 'B. 10', 'C. 15', 'D. 30']",正确答案：B
违反学校管理规定，转借、转让、使用学校公文、证件、证书、证明、成绩单、印章、保密文件材料和个人档案，经告诫不改的，视情节轻重，给予（   ）以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
学生对学校的处分决定有异议的，可以在学校处分决定书送达之日起（）个工作日内，向学校学生申诉处理委员会提出书面申诉：,"['A. 15', 'B. 7', 'C. 8', 'D. 10']",正确答案：D
组织、利用、参加会道门、邪教组织或利用迷信扰乱公共秩序的，视情节轻重，给予（   ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
在校园内违规驾驶机动车辆，无证驾驶机动车辆或驾车伤人的，给予（   ）以上处分：,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
在学校公告栏公布处分决定的，自发出公告之日起，经过（）日，即视为送达：,"['A. 5', 'B. 10', 'C. 15', 'D. 20']",正确答案：C
违反学校学生住宿管理规定，在宿舍区有高空抛物或引发高空坠物安全隐患的，经告诫不改的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
学生对学校的处分决定有异议的，可以在学校处分决定书送达之日起（）日内，向学校学生申诉处理委员会提出书面申诉。,"['A. 5', 'B. 10', 'C. 15', 'D. 20']",正确答案：B
违反学校学生住宿管理规定，在宿舍区有违反学校作息制度，扰乱他人正常生活秩序的，经告诫不改的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
冒领、隐匿、毁弃或私自开拆他人通知单据、邮件等的，视情节轻重，给予（   ）以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
学生提出申诉时，应当递交书面的申诉书。申诉书应载明内容不包括以下（）： ,"['A. 申诉人的姓名、所在院系、专业和年级、住所、联系方式、通信地址及其他基本情况', 'B. 申诉的请求和所根据的事实与理由', 'C. 证据和证据来源', 'D. 同学及老师的相关评价']",正确答案：D
违反教室、实验室、图书馆和计算机房等教学、科研、学习场所管理规定，经告诫不改，未造成严重后果的，给予(   )处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
斗殴终止后又报复打人，扩大事态的，视情节轻重，给予（   ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
"在学术活动中违背学术诚信、学术道德,有未参加创作，在他人学术成果上署名的行为,情节较为严重的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
在公共场所或学生宿舍内，观看带有淫秽内容的文字或音像制品，对集体观看的组织者，视情节轻重，给予（   ）或（   ）处分：,"['A. 严重警告、记过', 'B. 警告、记过', 'C. 严重警告、留校察看', 'D. 严重警告、留校察看']",正确答案：A
引起事端或激化矛盾，造成打人、打群架等后果的肇事者，视情节轻重，给予（   ）以下处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
学生在考试中，有下列（   ）行为者，应当认定为考试违纪,"['A. 在考试过程中旁窥、交头接耳、互打暗号或者手势的 ', 'B. 携带考试禁带物品进入考场或者未放在指定位置的', 'C. 身体出现急性病情，向监考老师要求离开考场', 'D. 在考试开始信号发出前答题']",正确答案：A、B、D
污损建筑物、公用设备，或违章张贴、悬挂条幅、攀折花木，经告诫不改的，给予严重警告处分。,"['A. 对', 'B. 错']",正确答案：B
未经批准，一学期内连续离校天数达四天以上，经告诫不改的，视情节轻重，给予留校察看以下处分。法定节假日和学校规定的假期同样计入连续天数的计算。,"['A. 对', 'B. 错']",正确答案：B
处分决定自送达之日起生效。,"['A. 对', 'B. 错']",正确答案：A
制作、运输、复制、出售、出租淫秽的书刊、图片、影片、音像制品等淫秽物品或者利用计算机信息网络、电话以及其他通讯工具传播淫秽信息的，视情节轻重，给予(   )以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
"在学术活动中违背学术诚信、学术道德,有未经他人许可，不当使用他人署名的行为,情节较为严重的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
"在学术活动中违背学术诚信、学术道德,有抄袭、剽窃、侵占他人学术成果的行为,情节较为严重的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
违反学校学生住宿管理规定，在宿舍区有存放易燃、易爆、有毒、强腐蚀性或强放射性等危险品的，经告诫不改的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
考试结束后，监考教师、考试工作人员或违规学生所在学院（研究院、教学部）应立即将学生考试违规记录和证据材料移送教务处或研究生院，并协助做好调查取证工作；教务处或研究生院按下列（   ）规定的违纪处分程序办理,"['A. 《厦门大学学生违纪处分规定》', 'B. 《厦门大学学生考试违规处理办法》', 'C. 《厦门大学学生申诉办法》', 'D. 学生所在学院的具体规定']",正确答案：A
"在学术活动中违背学术诚信、学术道德,有篡改他人研究成果的行为,情节较为严重的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
抢夺财物案值在一千元以上、敲诈勒索财物案值在两千元以上、诈骗财物案值在三千元以上的，视情节轻重，给予（    ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
学生因违纪行为给国家、集体、他人造成财产损失、名誉损害，或给他人造成人身伤害的，应当（  ）：,"['A. 修理、重作、更换', 'B. 赔礼道歉', 'C. 恢复原状', 'D. 赔偿损失']",正确答案：B、C、D
有（）行为的，视情节轻重，给予严重警告以上处分。,"['A. 非法入侵他人计算机信息系统，造成危害的', 'B. 未经允许使用他人或组织的账号、密码，造成不良影响及后果的', 'C. 故意制作传播计算机病毒等破坏性程序，影响他人计算机信息系统正常运行的', 'D. 恶意传播系统漏洞知识，教唆他人攻击、入侵网站或信息系统的']",正确答案：A、B、C、D
有下列行为之一的，视情节轻重，给予留校察看以上处分（  ）:,"['A. 卖淫', 'B. 嫖娼', 'C. 注射吸食毒品', 'D. 参与传销或者变相传销活动']",正确答案：A、B、C
冒用学校或校内单位的名义从事各类活动，侵害学校利益，给学校造成不良影响或损失的，视情节轻重，给予严重警告以上留校察看以下处分。,"['A. 对', 'B. 错']",正确答案：A
在宿舍区内有出租、出借宿舍、床位行为的，视情节轻重，给予警告以上处分。,"['A. 对', 'B. 错']",正确答案：A
组织、煽动罢课、闹事的，视情节轻重，给予严重警告以上处分。,"['A. 对', 'B. 错']",正确答案：B
一学期内旷课累计达二十学时的，给予警告处分；达三十学时的，给予严重警告处分；达四十学时的，给予记过处分。学时按教务部门规定的实际开课计划计算。,"['A. 对', 'B. 错']",正确答案：B
动手打人未伤他人的，视情节轻重，给予（   ）以下处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
在学校内组织宗教活动或传教，视情节轻重，给予（   ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
捏造、散布虚假、不良信息，造成不良影响或严重后果的，视情节轻重，给予严重警告以上（   ）以下处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
有以下（   ）情形的，应当从轻、减轻或者免于处分：,"['A. 情节轻微的', 'B. 胁迫、诱骗他人或者教唆他人违纪的', 'C. 勾结校外人员的', 'D. 伪造、销毁、藏匿证据的']",正确答案：A
违反国家法律、法规，组织、参加未经批准的集会、游行、示威，造成不良影响或后果的，视情节轻重，给予（   ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
明知是赃物而窝藏、销毁、转移的，视情节轻重，给予（    ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
有其他违反考场纪律或扰乱考场和考试工作场所秩序行为的，视情节轻重，给予(   )以下处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
"在学术活动中违背学术诚信、学术道德,有购买、出售论文或者组织论文买卖的行为,情节较为严重的，给予(   ）以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
学生免于纪律处分的申请经初审通过后，应按规定参加社区服务。社区服务工作应适合学生身心特点，具体形式由学生工作处指定。,"['A. 对', 'B. 错']",正确答案：A
被开除学籍的学生，由学校发给学习证明。学生按学校规定期限离校，档案、户口退回其家庭户籍所在地。,"['A. 对', 'B. 错']",正确答案：A
侵吞或挪用公共款物，案值不足六百元的，给予（    ）以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
通过语言、文字、影像、图片、肢体行为等方式对他人进行性骚扰，视情节轻重，给予（   ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
在校园内酗酒闹事、起哄、喧哗、摔砸物品的，视情节轻重，给予（   ）以下处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
故意为他人打架提供工具，造成伤害的，视情节轻重，给予（   ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
非法入侵他人计算机信息系统，造成危害的，视情节轻重，给予（    ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
